Data,Cons 1,Cons 2,Cons 3,Cons 4,Cons 5,Cons 6,Cons 7,Cons 8,Cons 9,Cons 10,Cons 11,Cons 12,Cons 13,Cons 14,Aggregate_Load
22/03/2019 22:30:00,0.688,0.08,0.188,0.504,2.252,0.896,0.26,0.308,2.86,1.648,0.776,0.34,2.872,0.724,14.395999999999999
22/03/2019 22:45:00,0.668,0.144,0.228,0.26,1.532,0.448,0.256,0.24,2.88,1.552,0.828,0.448,1.716,1.448,12.648
22/03/2019 23:00:00,0.52,0.044,0.22,0.26,0.316,0.324,0.256,0.34,2.436,1.34,2.248,0.536,1.672,0.916,11.428
22/03/2019 23:15:00,0.72,0.116,0.168,0.308,0.24,0.356,0.232,0.304,1.172,1.132,0.76,0.396,1.756,0.24,7.8999999999999995
22/03/2019 23:30:00,0.576,0.088,0.168,0.284,0.264,0.348,0.156,0.244,0.96,1.372,1.264,0.376,3.112,0.24,9.452
22/03/2019 23:45:00,0.48,0.096,0.168,0.308,0.184,0.28,0.148,0.252,1.028,1.204,1.04,0.42,1.592,0.248,7.4479999999999995
23/03/2019 00:00:00,0.468,0.068,0.172,0.268,0.332,0.256,0.144,0.116,1.068,1.084,0.72,0.24,1.592,1.08,7.6080000000000005
23/03/2019 00:15:00,0.392,0.124,0.164,0.196,0.156,0.22,0.14,0.236,1.06,1.068,1.524,0.284,1.448,0.424,7.435999999999999
23/03/2019 00:30:00,0.468,0.064,0.172,0.2,0.248,0.276,0.14,0.156,1.0,0.98,1.656,0.308,1.448,0.352,7.468
23/03/2019 00:45:00,0.584,0.424,0.168,0.216,0.088,0.284,0.208,0.188,1.096,1.028,1.716,0.24,1.452,0.248,7.940000000000001
23/03/2019 01:00:00,0.132,0.148,0.192,0.16,0.336,0.14,0.792,0.216,1.008,1.108,0.668,0.424,1.36,0.356,7.040000000000001
23/03/2019 01:15:00,0.156,0.064,0.228,0.12,0.156,0.16,0.892,0.136,1.068,1.036,1.568,0.244,1.416,0.528,7.772
23/03/2019 01:30:00,0.092,0.104,0.208,0.132,0.288,0.112,0.228,0.24,1.06,1.028,1.688,0.212,1.448,1.144,7.984
23/03/2019 01:45:00,0.156,0.092,0.172,0.108,0.08,0.16,0.228,0.192,1.012,0.996,1.58,0.312,1.52,0.204,6.812
23/03/2019 02:00:00,0.072,0.092,0.168,0.116,0.268,0.16,0.252,0.34,0.968,0.996,1.528,0.208,1.4,0.212,6.779999999999999
23/03/2019 02:15:00,0.088,0.072,0.168,0.136,0.18,0.18,0.58,0.316,1.2,1.08,1.516,0.208,1.516,0.2,7.44
23/03/2019 02:30:00,0.112,0.132,0.168,0.1,0.328,0.152,1.58,0.292,1.08,1.076,1.592,0.388,1.34,0.304,8.644
23/03/2019 02:45:00,0.044,0.048,0.172,0.116,0.132,0.148,0.304,0.324,1.064,1.152,1.5,0.132,1.504,0.36,7.000000000000001
23/03/2019 03:00:00,0.128,0.136,0.168,0.224,0.212,0.148,0.284,0.124,1.06,0.964,0.764,0.192,1.292,1.1,6.795999999999999
23/03/2019 03:15:00,0.076,0.072,0.168,0.192,0.156,0.144,0.276,0.228,1.088,1.076,0.372,0.252,1.444,0.216,5.760000000000001
23/03/2019 03:30:00,0.084,0.1,0.172,0.184,0.268,0.192,0.276,0.184,0.896,3.328,0.52,0.128,1.448,0.212,7.991999999999999
23/03/2019 03:45:00,0.12,0.092,0.216,0.208,0.252,0.188,0.272,0.172,0.96,3.444,0.424,0.22,1.352,0.208,8.128
23/03/2019 04:00:00,0.14,0.112,0.228,0.1,0.164,0.624,0.256,0.24,0.956,0.44,0.38,0.14,1.54,0.208,5.5280000000000005
23/03/2019 04:15:00,0.124,0.068,0.188,0.1,0.212,0.68,0.168,0.116,1.2,0.352,0.424,0.144,1.388,0.716,5.88
23/03/2019 04:30:00,0.08,0.144,0.172,0.16,0.136,0.712,0.156,0.24,2.628,0.272,0.424,0.24,1.328,0.644,7.336000000000001
23/03/2019 04:45:00,0.076,0.088,0.168,0.1,0.34,0.68,0.152,0.172,3.26,0.312,0.452,0.124,1.236,0.344,7.504
23/03/2019 05:00:00,0.124,0.072,0.168,0.104,0.172,0.74,0.156,0.232,3.536,0.26,0.344,0.164,1.46,0.28,7.812
23/03/2019 05:15:00,0.048,0.14,0.172,0.152,0.264,0.784,0.116,0.364,2.976,0.316,0.456,0.248,1.296,0.208,7.540000000000001
23/03/2019 05:30:00,0.108,0.056,0.168,0.136,0.08,0.704,0.072,0.252,2.844,0.404,0.452,0.308,1.36,0.216,7.16
23/03/2019 05:45:00,0.096,0.092,0.172,0.156,0.292,0.716,1.172,0.364,3.064,0.356,0.42,0.404,1.304,0.78,9.387999999999998
23/03/2019 06:00:00,0.06,0.108,0.176,0.244,0.152,0.696,1.884,0.244,3.42,0.248,0.348,0.356,1.312,0.648,9.895999999999999
23/03/2019 06:15:00,0.128,0.104,0.172,0.276,0.36,0.684,0.408,0.2,1.772,0.276,0.488,0.312,1.388,0.256,6.824000000000001
23/03/2019 06:30:00,0.064,0.048,0.184,0.44,0.088,0.72,0.456,0.224,1.112,0.3,0.756,0.348,1.272,0.44,6.452000000000001
23/03/2019 06:45:00,0.088,0.16,0.228,0.864,0.264,0.788,0.252,0.144,1.128,0.92,1.076,0.128,1.28,0.528,7.848000000000001
23/03/2019 07:00:00,0.112,0.048,0.228,0.204,0.116,0.132,0.252,0.252,1.188,1.152,0.416,0.14,1.28,0.408,5.928000000000001
23/03/2019 07:15:00,0.068,0.1,0.172,0.3,0.296,0.136,0.252,0.136,0.888,1.148,0.496,0.22,1.28,2.24,7.732
23/03/2019 07:30:00,0.196,0.608,0.2,1.812,0.24,0.148,0.272,0.212,0.94,1.156,0.48,0.128,1.464,2.452,10.308
23/03/2019 07:45:00,0.16,0.324,0.208,2.652,0.192,0.144,0.28,0.2,1.388,1.092,0.38,0.172,1.24,1.916,10.348
23/03/2019 08:00:00,0.064,0.24,0.176,0.644,0.228,0.14,0.424,0.152,1.86,1.028,1.172,0.18,1.404,5.42,13.131999999999998
23/03/2019 08:15:00,0.172,0.172,0.224,0.692,0.444,0.112,0.364,0.376,1.036,1.2,0.528,0.124,1.344,6.244,13.032
23/03/2019 08:30:00,0.16,0.696,0.188,1.892,0.268,0.196,0.272,0.408,1.336,1.336,1.18,0.244,1.248,6.428,15.852
23/03/2019 08:45:00,0.152,1.9,0.172,1.928,0.504,0.124,0.184,0.344,2.18,1.928,0.644,0.468,1.844,6.376,18.748
23/03/2019 09:00:00,0.044,0.252,0.168,3.332,0.412,0.108,0.264,0.316,1.268,1.568,2.132,0.32,1.68,9.476,21.34
23/03/2019 09:15:00,0.172,0.168,0.172,2.66,2.152,0.136,0.328,0.172,1.208,1.608,1.904,0.244,1.572,4.952,17.448
23/03/2019 09:30:00,0.052,0.272,0.22,2.784,0.908,0.136,0.736,0.252,0.968,2.088,0.764,0.144,1.492,5.544,16.36
23/03/2019 09:45:00,0.86,0.588,0.232,1.592,0.148,0.14,0.968,0.12,1.484,5.612,2.708,0.24,1.508,1.644,17.843999999999998
23/03/2019 10:00:00,1.784,0.168,0.188,2.16,0.536,0.164,1.828,0.24,1.048,2.728,1.352,0.336,1.536,1.228,15.296
23/03/2019 10:15:00,0.448,0.14,0.172,3.204,0.46,0.196,1.224,0.168,1.172,1.456,1.1,0.2,1.456,0.716,12.111999999999998
23/03/2019 10:30:00,0.46,0.292,0.168,4.52,0.408,0.24,0.804,0.188,0.988,1.964,1.272,0.26,2.516,0.216,14.296
23/03/2019 10:45:00,0.36,0.464,0.212,4.136,0.244,0.168,0.788,0.352,0.948,1.128,1.596,0.188,2.136,1.248,13.968000000000002
23/03/2019 11:00:00,0.404,0.368,0.192,2.452,0.368,3.188,0.2,0.252,1.176,1.052,2.544,0.124,1.584,2.748,16.652
23/03/2019 11:15:00,0.328,0.224,0.216,1.428,0.2,2.72,0.2,0.372,1.428,1.904,1.784,0.228,1.48,0.368,12.88
23/03/2019 11:30:00,0.396,1.076,0.192,4.096,0.328,1.224,0.208,0.276,1.62,1.16,1.076,0.124,1.456,3.308,16.54
23/03/2019 11:45:00,0.396,0.732,0.216,4.124,0.188,1.112,0.2,0.34,1.168,1.228,1.216,0.132,1.544,3.356,15.951999999999998
23/03/2019 12:00:00,0.452,0.696,0.56,2.056,1.08,0.864,0.204,0.256,1.064,0.992,0.88,0.22,1.368,1.636,12.328000000000001
23/03/2019 12:15:00,0.42,0.808,0.268,2.308,0.188,2.728,1.64,0.216,0.952,1.296,1.348,0.264,1.432,1.512,15.38
23/03/2019 12:30:00,0.792,1.036,0.344,1.676,0.512,1.228,2.16,0.32,0.996,2.044,0.932,0.816,0.964,1.512,15.332000000000003
23/03/2019 12:45:00,0.536,0.912,0.516,1.592,0.384,0.308,2.252,0.176,1.144,1.752,0.816,0.724,0.936,1.568,13.616000000000001
23/03/2019 13:00:00,0.756,1.192,0.504,0.536,0.432,0.796,2.472,0.312,1.212,1.368,0.72,1.648,1.08,3.364,16.392000000000003
23/03/2019 13:15:00,0.592,1.008,0.516,0.548,0.4,0.236,3.116,0.284,1.072,2.836,0.788,0.788,1.052,2.004,15.24
23/03/2019 13:30:00,0.564,0.228,0.488,0.468,0.276,1.36,2.34,0.956,0.924,1.476,1.1,0.224,1.132,2.98,14.516
23/03/2019 13:45:00,0.556,0.136,0.512,0.584,0.396,1.928,1.812,0.908,0.884,0.34,1.752,0.628,0.96,1.532,12.928
23/03/2019 14:00:00,0.604,0.14,0.232,3.344,0.42,2.056,0.424,0.268,1.152,0.852,1.852,1.392,0.988,1.976,15.7
23/03/2019 14:15:00,0.524,0.184,0.22,1.068,0.416,1.024,0.368,0.372,1.02,1.548,0.776,0.368,1.08,1.732,10.7
23/03/2019 14:30:00,0.592,0.048,0.168,1.184,0.204,0.244,0.38,0.228,1.2,1.284,1.76,0.352,0.996,1.028,9.668000000000001
23/03/2019 14:45:00,0.564,0.268,0.168,1.984,0.328,0.12,0.604,0.232,1.18,0.9,0.496,0.472,0.968,0.956,9.239999999999998
23/03/2019 15:00:00,0.548,0.164,0.172,2.616,0.096,0.164,1.4,0.176,1.096,0.756,1.116,0.288,0.956,0.452,10.0
23/03/2019 15:15:00,0.6,0.128,0.168,1.2,0.296,0.12,1.02,0.184,0.904,0.464,3.82,0.244,0.932,0.216,10.296
23/03/2019 15:30:00,0.528,0.456,0.168,1.272,0.144,2.004,1.204,0.228,0.992,0.32,0.924,0.164,0.756,0.216,9.376
23/03/2019 15:45:00,0.584,1.516,0.18,2.608,0.352,2.228,1.628,0.136,1.12,0.676,0.584,0.132,0.996,0.216,12.956
23/03/2019 16:00:00,0.576,0.192,0.228,1.508,0.1,0.556,1.424,0.248,1.096,0.448,0.604,0.236,1.016,1.084,9.315999999999999
23/03/2019 16:15:00,0.54,1.352,0.232,1.824,0.284,1.716,2.724,0.596,1.192,0.532,0.552,0.124,0.96,0.872,13.5
23/03/2019 16:30:00,0.604,2.084,0.168,1.296,0.324,0.352,2.332,0.816,1.004,1.172,0.568,0.144,1.072,0.268,12.204
23/03/2019 16:45:00,0.54,2.084,0.168,2.96,0.28,0.296,1.176,0.336,2.228,2.7,0.656,0.22,0.836,0.216,14.696000000000002
23/03/2019 17:00:00,0.576,1.168,0.164,1.092,0.492,0.144,0.948,0.284,1.388,2.032,0.356,0.128,1.236,0.216,10.224
23/03/2019 17:15:00,0.592,1.024,0.172,1.004,0.568,0.2,1.64,0.328,1.304,2.676,1.12,0.176,1.276,0.216,12.296
23/03/2019 17:30:00,0.532,1.38,0.172,2.324,0.312,0.112,1.664,0.112,1.048,2.728,0.408,0.188,1.428,1.192,13.600000000000001
23/03/2019 17:45:00,0.608,1.648,0.172,0.696,0.144,0.12,1.592,0.244,1.188,1.968,0.368,0.164,1.76,1.964,12.636
23/03/2019 18:00:00,0.56,0.168,0.548,0.872,0.24,0.144,1.164,0.148,1.244,1.428,0.404,0.3,3.908,0.436,11.564
23/03/2019 18:15:00,0.572,0.884,0.572,3.04,0.232,0.476,1.436,0.2,1.236,1.604,0.46,0.296,4.552,0.656,16.215999999999998
23/03/2019 18:30:00,0.604,1.808,0.544,1.62,0.388,0.812,0.948,0.2,1.384,1.668,0.68,0.812,4.86,1.028,17.355999999999998
23/03/2019 18:45:00,0.536,1.772,0.524,3.176,0.204,0.88,0.292,1.864,1.444,1.684,1.188,2.996,4.16,0.644,21.363999999999997
23/03/2019 19:00:00,0.672,0.292,0.512,4.064,0.336,0.992,0.28,3.728,1.728,1.744,2.348,3.204,1.752,0.976,22.628
23/03/2019 19:15:00,0.716,1.28,0.244,4.028,0.364,0.404,0.592,1.516,1.604,1.44,1.192,0.776,1.952,0.98,17.087999999999997
23/03/2019 19:30:00,0.616,1.924,0.736,4.46,0.62,0.356,1.264,1.116,1.46,1.696,0.996,0.46,1.692,1.108,18.504
23/03/2019 19:45:00,0.696,1.308,0.852,2.856,0.372,0.372,0.968,1.68,1.216,1.312,0.928,0.372,3.916,2.008,18.855999999999998
23/03/2019 20:00:00,0.656,1.076,0.56,2.232,0.536,1.924,0.792,1.672,1.188,1.408,1.592,0.428,4.668,2.804,21.536
23/03/2019 20:15:00,2.064,1.06,0.568,0.728,0.728,0.204,2.376,1.304,1.02,1.744,3.44,0.588,3.7,6.164,25.687999999999995
23/03/2019 20:30:00,1.392,1.068,0.54,0.56,1.248,0.348,1.248,1.592,1.044,1.728,2.1,0.64,1.652,7.112,22.272
23/03/2019 20:45:00,0.708,1.208,0.548,0.268,0.66,0.24,0.392,0.372,1.208,1.54,1.604,2.172,1.696,6.704,19.32
23/03/2019 21:00:00,0.728,0.236,0.74,0.428,0.616,0.348,0.388,1.46,1.076,1.456,2.76,1.648,1.664,6.716,20.264
23/03/2019 21:15:00,0.864,0.228,2.476,0.64,0.428,0.376,0.492,0.304,1.048,1.604,1.472,2.084,2.044,8.152,22.212
23/03/2019 21:30:00,0.716,0.18,2.204,0.436,0.484,0.296,0.384,0.316,2.776,1.44,0.928,1.556,1.896,4.668,18.28
23/03/2019 21:45:00,0.608,0.152,0.264,0.424,0.244,0.296,1.872,0.32,3.26,1.444,0.7,0.884,2.016,5.052,17.536
23/03/2019 22:00:00,0.692,0.484,0.284,0.336,0.58,0.276,2.412,0.332,3.596,1.532,0.832,0.48,1.976,5.0,18.812
23/03/2019 22:15:00,0.616,0.164,0.32,0.384,0.392,0.284,1.528,0.136,3.052,1.396,3.164,0.556,1.788,2.488,16.267999999999997
23/03/2019 22:30:00,0.64,0.112,0.304,0.364,0.536,0.344,2.08,0.24,2.764,1.124,2.648,0.592,1.748,1.212,14.708
23/03/2019 22:45:00,0.644,0.084,0.256,0.36,0.356,0.292,0.728,0.116,2.896,0.36,1.604,0.468,1.988,0.92,11.072
23/03/2019 23:00:00,0.724,0.14,0.264,0.436,0.576,0.432,0.576,0.24,2.364,0.44,2.268,0.652,1.916,1.436,12.464
23/03/2019 23:15:00,0.58,0.056,0.256,0.364,0.324,0.332,0.568,0.168,0.888,0.512,1.944,0.232,1.588,1.664,9.476
23/03/2019 23:30:00,0.716,0.156,0.276,0.192,0.428,0.332,0.544,0.224,1.104,0.492,1.636,0.284,1.572,0.904,8.860000000000001
23/03/2019 23:45:00,0.72,0.228,0.276,0.16,0.38,0.336,0.476,0.336,1.108,0.52,0.968,0.316,1.808,1.236,8.867999999999999
24/03/2019 00:00:00,0.86,0.172,0.272,0.108,0.444,0.412,0.556,0.256,1.072,0.376,2.248,0.212,1.852,0.412,9.252
24/03/2019 00:15:00,1.652,0.14,0.168,0.108,0.272,0.352,0.424,0.36,1.02,0.36,1.1,0.328,1.492,0.908,8.684
24/03/2019 00:30:00,0.568,0.08,0.212,0.148,0.376,0.308,0.42,0.176,1.084,0.548,0.572,0.216,1.544,0.644,6.896000000000001
24/03/2019 00:45:00,0.364,0.1,0.232,0.108,0.592,0.324,0.428,0.224,0.976,0.516,0.624,0.356,1.548,0.236,6.628
24/03/2019 01:00:00,0.3,0.1,0.2,0.168,0.268,0.292,0.432,0.172,0.884,0.456,0.544,0.38,1.5,0.22,5.9159999999999995
24/03/2019 01:15:00,0.524,0.136,0.172,0.244,0.176,0.344,0.488,0.18,1.016,0.392,0.488,0.376,1.6,0.232,6.368000000000001
24/03/2019 01:30:00,0.564,0.084,0.172,0.192,0.328,0.484,0.828,0.224,1.264,0.4,0.456,0.456,1.496,0.284,7.232
24/03/2019 01:45:00,0.332,0.136,0.172,0.188,0.2,0.328,1.004,0.128,1.22,0.34,0.416,0.452,1.572,0.58,7.0680000000000005
24/03/2019 02:00:00,0.196,0.044,0.168,0.224,0.232,0.344,0.336,0.364,0.996,0.54,0.4,0.48,1.636,0.768,6.728
24/03/2019 02:15:00,0.16,0.148,0.172,0.132,0.204,0.352,0.324,0.256,0.924,0.492,0.508,0.284,1.568,0.328,5.852
24/03/2019 02:30:00,0.272,0.068,0.172,0.104,0.336,0.352,0.356,0.344,1.172,0.556,0.46,0.34,1.376,0.652,6.56
24/03/2019 02:45:00,0.16,0.08,0.172,0.148,0.16,0.368,0.676,0.244,0.984,0.412,0.364,0.304,1.42,0.2,5.692
24/03/2019 03:00:00,0.124,0.14,0.18,0.112,0.224,0.432,1.452,0.168,1.1,0.524,0.484,0.22,1.356,0.2,6.715999999999999
24/03/2019 03:15:00,0.148,0.056,0.236,0.1,0.548,0.348,0.256,0.232,1.112,1.184,0.416,0.32,1.444,0.5,6.9
24/03/2019 03:30:00,0.064,0.1,0.232,0.14,0.256,0.348,0.256,0.124,1.024,1.248,0.504,0.208,1.472,0.944,6.919999999999999
24/03/2019 03:45:00,0.164,0.104,0.176,0.176,0.184,0.364,0.248,0.26,0.888,1.52,0.388,0.3,1.404,0.24,6.4159999999999995
24/03/2019 04:00:00,0.444,0.116,0.168,0.192,0.204,0.304,0.244,0.136,0.992,1.396,0.452,0.232,1.472,0.204,6.556
24/03/2019 04:15:00,0.148,0.064,0.168,0.208,0.284,0.42,0.24,0.284,1.1,1.304,0.452,0.24,1.356,0.2,6.468
24/03/2019 04:30:00,0.08,0.164,0.172,0.216,0.184,0.828,0.24,0.308,2.66,1.308,0.5,0.292,1.444,0.2,8.596
24/03/2019 04:45:00,0.1,0.072,0.168,0.168,0.2,0.844,0.24,0.284,3.28,1.2,0.372,0.208,1.364,0.78,9.28
24/03/2019 05:00:00,0.108,0.124,0.172,0.12,0.216,0.864,0.24,0.36,3.504,1.352,0.46,0.324,1.304,0.76,9.908
24/03/2019 05:15:00,0.072,0.728,0.172,0.132,0.292,0.852,0.236,0.116,2.952,1.372,0.448,0.208,1.328,0.2,9.107999999999999
24/03/2019 05:30:00,0.132,0.16,0.168,0.104,0.156,0.864,0.244,0.244,2.856,1.496,0.436,0.276,1.42,0.204,8.76
24/03/2019 05:45:00,0.044,0.208,0.22,0.104,0.224,0.9,0.236,0.144,2.892,1.428,0.452,0.248,1.192,0.2,8.491999999999999
24/03/2019 06:00:00,0.144,0.248,0.232,0.148,0.2,0.964,0.228,0.2,2.5,1.404,0.372,0.24,1.4,0.224,8.504000000000001
24/03/2019 06:15:00,0.06,0.116,0.192,0.1,0.308,0.884,0.144,0.204,1.052,1.284,0.504,0.396,1.264,0.812,7.320000000000001
24/03/2019 06:30:00,0.116,0.08,0.172,0.16,0.124,0.888,0.152,0.156,0.944,1.252,0.464,0.288,1.376,0.904,7.0760000000000005
24/03/2019 06:45:00,0.096,0.132,0.172,0.248,0.244,0.828,0.144,0.376,2.028,0.764,0.44,0.392,1.356,0.36,7.580000000000001
24/03/2019 07:00:00,0.076,0.052,0.172,0.184,0.204,0.284,0.148,0.244,2.888,0.416,0.404,0.3,1.252,0.372,6.9959999999999996
24/03/2019 07:15:00,0.132,0.128,0.176,0.192,0.328,0.292,0.148,0.368,3.288,0.352,0.564,0.312,1.428,0.34,8.048
24/03/2019 07:30:00,0.044,0.092,0.212,0.388,0.156,0.364,0.152,0.216,1.948,0.444,0.572,0.292,1.144,1.932,7.9559999999999995
24/03/2019 07:45:00,0.14,0.144,1.852,0.296,0.644,0.324,0.176,0.184,0.488,0.336,0.46,0.34,1.42,5.828,12.632000000000001
24/03/2019 08:00:00,0.068,0.212,1.08,0.412,0.252,0.252,0.188,0.24,1.028,0.368,0.96,0.448,1.376,6.068,12.952
24/03/2019 08:15:00,0.1,0.288,0.232,0.448,0.504,0.284,0.172,0.176,0.48,0.436,2.164,0.32,1.284,5.96,12.848
24/03/2019 08:30:00,0.104,0.38,0.212,0.664,0.264,0.292,0.208,0.248,0.616,0.424,2.576,0.392,1.364,6.512,14.256
24/03/2019 08:45:00,0.056,0.352,0.228,1.868,0.308,0.264,0.264,1.936,0.32,0.508,1.92,0.356,1.38,6.188,15.948
24/03/2019 09:00:00,0.136,0.328,0.216,1.016,0.172,0.268,0.98,0.336,0.388,0.424,1.688,0.348,1.216,7.028,14.544
24/03/2019 09:15:00,0.048,0.08,0.164,1.74,0.332,0.252,1.248,0.292,0.112,1.848,1.992,1.032,1.256,9.276,19.672
24/03/2019 09:30:00,0.1,0.136,0.164,0.596,0.076,0.152,1.068,0.3,0.2,2.408,2.444,0.388,1.264,6.332,15.628
24/03/2019 09:45:00,0.316,0.052,0.168,0.576,0.328,0.204,0.304,0.356,0.124,0.58,1.756,0.3,1.22,1.932,8.216
24/03/2019 10:00:00,0.232,0.112,0.18,1.024,0.156,0.2,0.408,0.132,0.252,1.776,2.148,0.24,1.332,0.58,8.772
24/03/2019 10:15:00,0.152,0.2,0.216,0.572,0.472,0.208,3.06,0.236,0.276,3.608,2.224,0.364,1.224,1.428,14.240000000000002
24/03/2019 10:30:00,0.108,0.204,0.22,0.488,0.336,0.216,1.508,0.156,0.176,2.368,2.208,0.348,1.272,0.608,10.216000000000001
24/03/2019 10:45:00,0.42,0.144,0.22,0.256,0.3,0.3,1.48,0.188,0.132,2.136,0.764,0.272,1.312,0.74,8.664000000000001
24/03/2019 11:00:00,0.4,0.16,0.764,2.264,0.2,0.268,1.816,0.2,0.156,1.46,0.544,0.468,1.312,1.608,11.62
24/03/2019 11:15:00,0.432,0.048,1.24,0.692,0.264,0.188,2.304,0.132,0.38,1.544,0.708,0.272,1.452,0.336,9.992
24/03/2019 11:30:00,0.432,0.104,1.288,0.356,0.16,0.188,2.372,0.328,1.48,1.66,0.492,0.316,1.592,2.692,13.46
24/03/2019 11:45:00,0.512,0.104,0.508,0.96,0.392,0.24,2.848,0.236,1.976,0.64,0.436,0.228,1.2,1.508,11.788
24/03/2019 12:00:00,0.512,0.072,0.532,0.372,0.312,0.18,1.304,0.332,0.592,0.464,0.376,0.228,1.132,1.544,7.952
24/03/2019 12:15:00,0.5,0.104,0.516,0.364,2.036,0.26,1.012,0.268,1.768,0.476,0.536,0.28,0.972,1.604,10.695999999999998
24/03/2019 12:30:00,0.476,0.084,0.492,0.424,2.484,1.552,3.192,0.164,0.368,0.528,0.4,0.2,1.204,1.856,13.424000000000001
24/03/2019 12:45:00,0.324,0.096,0.504,1.316,0.568,2.752,2.88,0.228,2.104,0.512,0.428,0.384,1.7,0.212,14.008000000000003
24/03/2019 13:00:00,0.372,0.088,0.532,1.324,0.656,1.708,2.768,0.116,0.464,0.464,0.436,0.204,1.384,0.96,11.475999999999999
24/03/2019 13:15:00,0.372,0.124,0.304,0.404,0.42,0.58,2.104,0.236,0.208,0.432,0.5,0.256,1.32,0.484,7.744000000000001
24/03/2019 13:30:00,0.336,0.048,0.236,0.328,0.432,0.412,0.584,0.156,0.172,0.352,0.532,0.268,1.076,0.236,5.168
24/03/2019 13:45:00,0.428,0.164,0.184,0.188,0.372,0.244,0.528,0.192,0.208,0.424,0.648,0.212,1.036,0.332,5.16
24/03/2019 14:00:00,0.392,0.256,0.172,0.216,0.376,0.328,0.42,0.304,0.212,0.4,0.628,0.456,1.068,0.52,5.747999999999999
24/03/2019 14:15:00,0.384,0.12,0.396,0.176,0.508,1.716,0.384,0.256,0.228,0.628,0.564,0.416,1.032,0.264,7.072
24/03/2019 14:30:00,0.448,0.148,0.472,0.152,1.064,2.136,0.396,0.376,0.216,0.692,0.732,0.404,1.136,0.3,8.672
24/03/2019 14:45:00,0.44,0.14,0.472,0.268,3.732,0.54,0.608,0.26,0.148,1.42,0.46,0.368,1.128,0.448,10.432
24/03/2019 15:00:00,0.784,0.112,0.448,0.256,1.864,0.24,0.48,0.208,0.136,1.348,1.724,0.428,1.052,1.032,10.112000000000002
24/03/2019 15:15:00,0.42,0.116,0.456,0.252,3.38,0.248,0.484,0.204,0.12,0.492,1.956,0.408,1.096,0.248,9.879999999999999
24/03/2019 15:30:00,0.592,0.1,0.528,0.392,0.488,0.176,1.72,0.152,0.368,0.388,0.82,0.284,1.06,0.312,7.380000000000002
24/03/2019 15:45:00,0.42,0.08,0.504,0.316,0.376,0.168,0.484,0.244,0.32,0.564,0.636,0.38,0.96,0.644,6.095999999999999
24/03/2019 16:00:00,0.46,0.132,0.52,0.356,0.268,0.28,1.048,0.128,0.464,0.52,0.86,0.372,1.12,0.216,6.744000000000001
24/03/2019 16:15:00,0.408,0.06,0.46,0.34,0.228,0.228,0.456,0.232,0.324,0.464,0.712,0.308,1.1,0.272,5.5920000000000005
24/03/2019 16:30:00,0.5,0.124,0.72,0.2,0.156,0.188,0.428,0.308,0.54,0.4,0.512,0.276,0.988,0.3,5.64
24/03/2019 16:45:00,0.44,0.088,0.376,0.2,0.3,0.172,1.944,0.308,0.348,0.368,0.568,0.212,1.076,1.628,8.028
24/03/2019 17:00:00,0.712,0.092,0.472,0.168,0.252,0.26,0.428,0.36,0.236,0.488,0.524,0.316,1.036,0.224,5.568
24/03/2019 17:15:00,0.68,0.104,0.448,0.228,0.224,0.216,0.412,0.176,0.268,0.424,0.436,0.204,0.98,0.228,5.0280000000000005
24/03/2019 17:30:00,0.7,0.104,0.48,0.208,0.164,0.136,0.568,0.244,0.248,0.608,0.44,0.268,1.044,0.316,5.528
24/03/2019 17:45:00,0.692,0.052,0.468,0.14,0.368,0.168,0.464,0.148,0.172,0.484,0.484,0.34,1.156,0.244,5.38
24/03/2019 18:00:00,0.628,0.16,0.508,0.2,0.196,0.2,0.472,0.208,0.132,0.456,0.392,0.216,3.592,3.172,10.532
24/03/2019 18:15:00,0.62,0.044,0.6,0.472,0.34,0.368,0.344,0.2,0.58,0.376,0.612,0.316,3.948,3.46,12.280000000000001
24/03/2019 18:30:00,0.616,0.104,0.62,0.444,0.264,1.6,0.288,0.776,0.496,0.82,0.532,0.224,4.272,4.368,15.424000000000001
24/03/2019 18:45:00,0.584,0.104,0.408,0.504,0.488,1.188,0.348,3.284,1.064,1.292,0.604,1.056,3.712,1.492,16.128
24/03/2019 19:00:00,0.644,1.784,0.2,0.396,0.188,0.24,1.052,3.424,0.696,1.32,0.508,0.356,1.564,0.868,13.239999999999998
24/03/2019 19:15:00,0.54,1.828,0.3,0.752,0.412,0.296,0.556,1.792,0.364,1.332,0.76,0.352,1.928,2.512,13.724
24/03/2019 19:30:00,0.624,0.428,0.52,0.488,0.344,0.3,0.58,0.484,0.544,1.264,3.788,0.416,1.884,4.008,15.672
24/03/2019 19:45:00,0.536,1.032,0.512,0.44,0.556,0.228,0.268,0.576,0.516,1.244,4.276,0.332,4.804,6.236,21.556
24/03/2019 20:00:00,0.612,0.936,0.54,0.192,0.768,0.288,0.268,0.476,0.26,1.272,2.268,0.432,7.676,6.312,22.3
24/03/2019 20:15:00,0.564,0.492,0.572,0.268,0.832,0.316,0.304,0.384,0.188,1.256,2.16,0.412,5.988,7.616,21.352
24/03/2019 20:30:00,0.98,0.16,0.572,0.324,0.504,0.356,0.336,0.324,0.208,1.416,0.808,0.468,3.692,6.44,16.588
